vessel_id,registry_craft_code
789,4229142863
790,4623110242
791,4826587297
792,4932174663
793,5137914054
794,5185877158
795,5189026322
796,5756691222
797,5920888594
798,6120764421
799,6424194585
800,6613760492
801,6816135933
802,7182242891
803,7284446202
804,7372937178
805,7424625549
806,7497378594
807,7504445301
808,7854832698
809,7951605767
810,8006696889
811,8026281130
812,8053567399
813,8072637750
814,8151829334
815,8375168413
816,8528404118
817,8568247374
818,8688737908
819,8766046160
820,8929239718
821,8993916318
822,9126122883
823,9178770105
824,9366688609
825,9404798562
826,9538984258
827,9559639755
828,9999706808
829,10285353943
830,10591069475
831,10636784783
832,10944499223
833,10967160711
834,11113670994
835,11216785622
836,11226706991
837,11579493467
838,11744040047
839,11827067399
840,12042203948
841,12085408984
842,12220828529
843,12287862207
844,12375701318
845,12775368840
846,12847385180
847,13013305441
848,13033851736
849,13090369817
850,13095669734
851,13098992601
852,13143566858
853,13196964557
854,13206596960
855,13240407735
856,13284646886
857,13335728743
858,2135988159
859,2079889007
860,2042963048
861,1948119425
862,1917032307
863,1824123931
864,1628033450
865,1622022020
866,1617054286
867,1572610271
868,7807
869,12676
870,1437230
871,2267577
872,10820593
873,11150747
874,15962805
875,17911430
876,19624342
877,21356174
878,31965693
879,37150877
880,37720529
881,47901277
882,53444285
883,57998226
884,63927839
885,68429767
886,69307194
887,81893410
888,115749384
889,121634734
890,129887294
891,135938939
892,161497884
893,364723259
894,423078782
895,423652946
896,435584930
897,446138577
898,458286384
899,485726273
900,495623268
901,597666058
902,597741633
903,601560989
904,602670871
905,627011491
906,705573550
907,752791691
908,818211531
909,888691776
910,897617398
911,919233590
912,994627665
913,997125380
914,999808865
915,1002377667
916,1006775866
917,1012421837
918,1017146268
919,1032617941
920,1068147398
921,1071009960
922,1071978959
923,1096939481
924,1107382904
925,1130132740
926,1144347889
927,1149380231
928,1153380180
929,1154275417
930,1170919407
931,1249327408
932,1261626137
933,1266873748
934,1274355499
935,1286627845
936,1293920262
937,1314380516
938,1324719979
939,1325612301
940,1326005603
941,1362202013
942,1375297188
943,1384400799
944,1464318767
945,1540685358
946,1544140913
947,1561959546
948,1587531269
949,1638307122
950,1676350489
951,1725178906
952,1855894564
953,1884038512
954,1977008633
955,2002600715
956,2050242064
957,2129685500
958,2132199173
959,2144323736
960,2769307153
961,2779266850
962,2844917288
963,2925721068
964,3005805799
965,3277532801
966,3409137918
967,3520179360
968,3533147366
969,3545187873
970,3711932657
971,3718285386
972,3774364459
973,3792226065
974,3907408186
975,4104959733
976,4508627060
977,4512146429
978,4547331227
979,4781700816
980,5429612567
981,5734638421
982,5906233474
983,5968833980
984,6494705385
985,6867240567
986,6884097863
987,6885745720
988,7050275905
989,7159148851
990,7220188857
991,7270758089
992,7423507410
993,7557024588
994,7867053410
995,7956809944
996,8071667912
997,8150057389
998,8412407148
999,8567261717
1000,8860653377
1001,8885081338
1002,8980354199
1003,9007975193
1004,9344212106
1005,9351556452
1006,9464171291
1007,9473100527
1008,9517156546
1009,9690562448
1010,9979354948
1011,10253186448
1012,10566042750
1013,10776470254
1014,10864908459
1015,11517646428
1016,11673010589
1017,11886392044
1018,12474156957
1019,12765863165
1020,12796185741
1021,12840300479
1022,12847141075
1023,2106197191
1024,2100832300
1025,1936878609
1026,1905263164
1027,1881630785
1028,1842613990
1029,8673
1030,14852
1031,12251904
1032,16013101
1033,16376280
1034,21710743
1035,30400571
1036,38124653
1037,40443038
1038,60458092
1039,82320389
1040,104882843
1041,109734005
1042,114316271
1043,117461420
1044,125965147
1045,139200449
1046,159367721
1047,197146034
1048,199996093
1049,222302781
1050,253081131
1051,283094981
1052,292294855
1053,297387940
1054,299927947
1055,386175426
1056,423733947
1057,437805707
1058,461486347
1059,547804270
1060,597818230
1061,597970011
1062,601278770
1063,606102560
1064,606496755
1065,668042762
1066,686927623
1067,714663772
1068,757102011
1069,796691507
1070,839514708
1071,899216354
1072,940103066
1073,1015699176
1074,1054831158
1075,1074542768
1076,1119124959
1077,1128119876
1078,1128119896
1079,1128122639
1080,1139106127
1081,1218819725
1082,1219747454
1083,1253711954
1084,1348462228
1085,1452016241
1086,1520886576
1087,1529726033
1088,1529740738
1089,1635082695
1090,1749173770
1091,1855426295
1092,2025492673
1093,2037137071
1094,2131662400
1095,2926834162
1096,2964785784
1097,3017743665
1098,3023050182
1099,3034925418
1100,3036255551
1101,3074638255
1102,3091505062
1103,3139067470
1104,3265938286
1105,3530888769
1106,3765572863
1107,4290293450
1108,4333045062
1109,4492068000
1110,4634131805
1111,5376339147
1112,5395982598
1113,5824801036
1114,6165920152
1115,6491147404
1116,6601763857
1117,6803528641
1118,6855558418
1119,6860916040
1120,6930108153
1121,6985807146
1122,7182117334
1123,7241480589
1124,7402485699
1125,7580542545
1126,7848452960
1127,8116649222
1128,8146225622
1129,8160114712
1130,8572842368
1131,8771846709
1132,9057810992
1133,9465499660
1134,9745913253
1135,9866546451
1136,10391995785
1137,10898493819
1138,11006741586
1139,11285574593
1140,12330671142
1141,12379434876
1142,12745135916
1143,12844913046
1144,13290793048
1145,13394100448
1146,13912343441
1147,14061362933
1148,14210442628
1149,14398174299
1150,2067784076
1151,2055675483
1152,2044143395
1153,1922303699
1154,1897416360
1155,1769272581
1156,1232118
1157,1233127
1158,2467609
1159,15386752
1160,17602273
1161,18894095
1162,20909183
1163,49442423
1164,69307207
1165,69444134
1166,69524095
1167,79033795
1168,87980596
1169,112879891
1170,163587339
1171,254019224
1172,307315854
1173,351704502
1174,408293317
1175,500432365
1176,539386803
1177,573393814
1178,662028805
1179,711474391
1180,718050474
1181,757914130
1182,760048074
1183,771270925
1184,890899579
1185,891251372
1186,908360889
1187,971989356
1188,986921348
1189,1007975505
1190,1011477798
1191,1022690766
1192,1029209568
1193,1072268110
1194,1083546696
1195,1196368636
1196,1207292743
1197,1271479652
1198,1358547899
1199,1360587607
1200,1386659308
1201,1392751020
1202,1398316222
1203,1409380200
1204,1538960594
1205,1600590983
1206,1640369936
1207,1668837442
1208,1670664979
1209,1671811415
1210,1839484368
1211,1934694687
1212,1951549616
1213,1969792863
1214,2019423354
1215,2071906179
1216,2807986576
1217,2808250491
1218,3323261520
1219,3332866296
1220,3391070360
1221,3451517945
1222,3472572469
1223,3567718068
1224,3614580519
1225,3634538256
1226,3691712425
1227,3756825741
1228,3851076727
1229,3919894159
1230,4094133085
1231,4225210242
1232,4305651054
1233,4321554048
1234,4373215019
1235,4600824747
1236,6221529386
1237,6501044728
1238,6675065623
1239,7473870156
1240,7477534086
1241,7593015664
1242,7643949061
1243,7825904772
1244,8552725986
1245,8664024426
1246,9012639866
1247,9146420498
1248,9174285213
1249,9209414583
1250,9258233302
1251,9330367923
1252,9476239458
1253,9773982122
1254,10011201695
1255,10066994483
1256,10221371809
1257,10232484700
1258,10616883181
1259,10666276282
1260,10961568029
1261,11978438495
1262,12786915137
1263,13229184327
1264,13647733960
1265,13736302416
1266,13867402710
1267,14029072393
1268,14073461063
1269,14295691853
1270,2138098347
1271,2076831233
1272,2075125720
1273,2032408215
1274,2012760696
1275,2003412471
1276,1840707214
1277,1728961214
1278,1179454
1279,1232677
1280,7487912
1281,11035613
1282,13204910
1283,22576544
1284,43347491
1285,50889873
1286,70348170
1287,71303216
1288,75840359
1289,88218354
1290,90559262
1291,133074063
1292,220750822
1293,263226963
1294,307929416
1295,437603343
1296,460881254
1297,511049077
1298,514424213
1299,555944448
1300,714076139
1301,787876422
1302,849255690
1303,853282205
1304,996903067
1305,1008400050
1306,1035963892
1307,1069534947
1308,1106235192
1309,1107382558
1310,1175047357
1311,1175114928
1312,1238749434
1313,1266881141
1314,1274189959
1315,1327521286
1316,1354366293
1317,1388889412
1318,1400990871
1319,1470286604
1320,1509210539
1321,1528512496
1322,1614571604
1323,1673680867
1324,1844405057
1325,1875817562
1326,1983839224
1327,1986890298
1328,2849727204
1329,3198395937
1330,3205721474
1331,3221265903
1332,3245485587
1333,3405145274
1334,3753414775
1335,3928595284
1336,3993164722
1337,4033313812
1338,4071648853
1339,4088091431
1340,4232611222
1341,4647667775
1342,4713460444
1343,4861754589
1344,5146526900
1345,5162234254
1346,5210195871
1347,5295405646
1348,5387937907
1349,5468226796
1350,5547708963
1351,5615999212
1352,5844515890
1353,5858594616
1354,6861693755
1355,6986669028
1356,7239601553
1357,7896594964
1358,8165645239
1359,8653968500
1360,8806395443
1361,8901245175
1362,9099876788
1363,9169082380
1364,9238496562
1365,10042572584
1366,10367593159
1367,10612622062
1368,10965749893
1369,11016011493
1370,11272478137
1371,11368745760
1372,13084372342
1373,13335255108
1374,13486421840
1375,13492301519
1376,2045785217
1377,1986989770
1378,1964689696
1379,1621187476
1380,8327
1381,14434
1382,1411630
1383,19168963
1384,29112911
1385,33599795
1386,39327861
1387,39436773
1388,40940422
1389,44144770
1390,48841624
1391,80189970
1392,100064863
1393,119902780
1394,138438690
1395,159610759
1396,163721932
1397,171308042
1398,248946073
1399,397166812
1400,409882472
1401,414991461
1402,429111679
1403,469311446
1404,522204627
1405,542696890
1406,686043898
1407,784109426
1408,814721739
1409,941743105
1410,1027625358
1411,1068057138
1412,1068126037
1413,1219285236
1414,1222342170
1415,1278973592
1416,1359076032
1417,1375638533
1418,1388079496
1419,1392864430
1420,1405610864
1421,1411622831
1422,1416586590
1423,1454270005
1424,1503535610
1425,1516197301
1426,1530389770
1427,1565911097
1428,1795242622
1429,2080303916
1430,2104770761
1431,2926606081
1432,3078184913
1433,3282538572
1434,3344576172
1435,3380927558
1436,3391675549
1437,3556893055
1438,4073672386
1439,4594396278
1440,5537990288
1441,5639492059
1442,6051889871
1443,6325487447
1444,6888056829
1445,7003677429
1446,7187940075
1447,7261740964
1448,7453212976
1449,7484753752
1450,7694430944
1451,8002516471
1452,8019870860
1453,8116551250
1454,8131804276
1455,8204810173
1456,8306135214
1457,8455218976
1458,8737622893
1459,8879006667
1460,9912928170
1461,9965105466
1462,10442437742
1463,10543540628
1464,10719589764
1465,10856580612
1466,10896641120
1467,10913864012
1468,11089944781
1469,13099482737
1470,13138566002
1471,13509666585
1472,13680884871
1473,13853399855
1474,13872620314
1475,2094495850
1476,2083162376
1477,2053250656
1478,2051501735
1479,1999537618
1480,1891949906
1481,1673920837
1482,1549372019
1483,6944
1484,7203
1485,7283
1486,131546
1487,273788
1488,9383042
1489,16839223
1490,39071984
1491,41784536
1492,65498897
1493,81779330
1494,85527080
1495,97977755
1496,98308325
1497,133525780
1498,161497870
1499,228183364
1500,229199466
1501,232320531
1502,289234555
1503,310566553
1504,317408611
1505,426488816
1506,458422812
1507,483724062
1508,487608233
1509,487723483
1510,522686772
1511,586019537
1512,607007966
1513,638202112
1514,665558970
1515,682358239
1516,720391492
1517,749486569
1518,802643674
1519,810881032
1520,815573877
1521,875278475
1522,896247246
1523,899298524
1524,916651317
1525,919263946
1526,935837675
1527,935844346
1528,992495510
1529,1003332343
1530,1042877311
1531,1102054716
1532,1120017996
1533,1140690369
1534,1172530356
1535,1276613354
1536,1296396159
1537,1303088858
1538,1341355900
1539,1367678647
1540,1454714167
1541,1477860354
1542,1485823215
1543,1785200096
1544,1796826770
1545,1817541171
1546,1893661234
1547,1928288854
1548,2059431841
1549,2101814930
1550,2789334256
1551,2867171574
1552,3163425871
1553,3247727813
1554,3250528058
1555,3413957995
1556,3435132323
1557,3617710436
1558,3856255697
1559,4086338165
1560,4194733617
1561,4359805483
1562,4509168303
1563,4585022452
1564,4588037781
1565,4595162332
1566,4680144606
1567,5037349324
1568,5316624619
1569,5444370082
1570,5452697842
1571,6263652476
1572,6736751732
1573,6844804240
1574,7644309402
1575,7924635277
1576,8530957826
1577,8566772063
1578,9397764663
1579,9417317341
1580,10707539197
1581,10797467767
1582,11117933633
1583,11791903785
1584,12512677208
1585,12735768749
1586,14258029737
1587,15136417239
1588,15186857154
1589,15321547717
1590,15465011513
1591,2146531048
1592,2127938730
1593,2007331812
1594,1896082320
1595,14357
1596,1861687
1597,3330309
1598,9524206
1599,14562160
1600,16013087
1601,19961134
1602,35359763
1603,47716505
1604,51039540
1605,53589907
1606,67835199
1607,70846413
1608,78241779
1609,86347138
1610,129848046
1611,225312616
1612,236488551
1613,292465275
1614,295053249
1615,328883634
1616,353091728
1617,363327816
1618,381327931
1619,406049889
1620,428586882
1621,599007859
1622,605659048
1623,623606450
1624,769521640
1625,790246916
1626,903369320
1627,943193049
1628,973096341
1629,990033762
1630,1024938879
1631,1068128529
1632,1083196149
1633,1090402383
1634,1116471925
1635,1247060778
1636,1247322302
1637,1266964128
1638,1269334426
1639,1327081110
1640,1415778463
1641,1423800073
1642,1491980564
1643,1592606473
1644,1678902178
1645,1770527474
1646,1844597973
1647,1918377932
1648,2017407493
1649,2121933087
1650,2804138999
1651,2855006415
1652,3053444927
1653,3360591000
1654,3486671170
1655,3695848943
1656,3732780824
1657,3816728810
1658,4063033436
1659,4625845996
1660,4673931024
1661,4898869785
1662,5074052997
1663,5202044919
1664,5292646575
1665,6500274677
1666,7339636431
1667,8114499407
1668,8122672781
1669,8280294259
1670,8381493913
1671,8387842626
1672,8655590615
1673,8847709411
1674,9013028354
1675,9788051140
1676,10120341519
1677,10361259580
1678,10487411385
1679,10545761638
1680,10571194463
1681,11167058536
1682,11597565035
1683,11655304947
1684,12650745810
1685,12693953747
1686,12743669991
1687,12821945634
1688,13335758492
1689,14745356811
1690,2125139741
1691,2122447215
1692,2102425231
1693,6277
1694,7050
1695,7834
1696,3254062
1697,8962082
1698,10621742
1699,17007042
1700,40378126
1701,42616698
1702,55633921
1703,70040115
1704,92131258
1705,100773886
1706,102000359
1707,130522633
1708,151949707
1709,156498773
1710,163134909
1711,319728975
1712,384879215
1713,538375987
1714,597969947
1715,645631234
1716,647089004
1717,649566863
1718,724840738
1719,799715242
1720,829264302
1721,877277234
1722,947992015
1723,988099848
1724,1215476554
1725,1215954270
1726,1242234588
1727,1348466266
1728,1391865027
1729,1461001516
1730,1494719779
1731,1524661752
1732,1534685294
1733,1537985817
1734,1595621191
1735,1608301199
1736,1618969236
1737,1719309662
1738,1820555373
1739,1859494446
1740,1884122011
1741,1935450794
1742,2061105655
1743,2774082025
1744,2817499554
1745,3041235520
1746,3054382042
1747,3098415319
1748,3497598117
1749,3981530581
1750,4562145285
1751,4630547063
1752,4855055645
1753,5142025305
1754,5269477633
1755,5338870024
1756,5928750116
1757,6528423115
1758,7005833067
1759,7023455243
1760,7368045107
1761,7864571734
1762,8043405310
1763,8064169463
1764,8607537158
1765,8679676717
1766,9040936031
1767,9495978258
1768,9724826516
1769,10426314593
1770,10668253330
1771,10861387575
1772,11408231416
1773,11491952680
1774,11619751543
1775,12304876451
1776,14548820993
1777,14906020678
1778,1661673998
1779,82032681
1780,84658124
1781,84705645
1782,1995871909
1783,3221311970
1784,6412781848
1785,8611284657
1786,8684808066
1787,8868184932
1788,9716038406
1789,11109422222
1790,13773211925
1791,84708702
1792,5235018255
1793,14005801569
1794,1804585366
1795,10613852875
1796,3680176656
1797,4881260393
1798,6639249899
1799,1416154484
1800,984812818
1801,1000256058
1802,1068122838
1803,1604432494
1804,1679646841
1805,242695151
1806,401849228
1807,423876776
1808,443581334
1809,451661132
1810,861619288
1811,1415237817
1812,1820286212
1813,12302114
1814,14797997
1815,2855206865
1816,2861919798
1817,8204
1818,1568042768
1819,7941762116
1820,9355275638
1821,5275755338
1822,10343946875
1823,2091316809
1824,2053900941
1825,2042307690
1826,4820
1827,7120
1828,7537
1829,1233140
1830,1861955
1831,3732934
1832,12189335
1833,15420430
1834,35130520
1835,40607119
1836,80167659
1837,106534113
1838,198949772
1839,275528537
1840,357181424
1841,372848358
1842,551837873
1843,606252836
1844,744560375
1845,930273767
1846,955718693
1847,1100398869
1848,1153518282
1849,1183934528
1850,1185000201
1851,1470133969
1852,1494241346
1853,1496251119
1854,1531970420
1855,2139944443
1856,2818409082
1857,2825389379
1858,3144709569
1859,3278301746
1860,3736927252
1861,4824406157
1862,4897459409
1863,5485476919
1864,5635417051
1865,5668971369
1866,5906213243
1867,6101455265
1868,6592724278
1869,7085181736
1870,7222056773
1871,7285508809
1872,7371908012
1873,7519612469
1874,8064418564
1875,8355572831
1876,8425024225
1877,8959985497
1878,8983713912
1879,9089522164
1880,9171075483
1881,9690568521
1882,9911219044
1883,10002374975
1884,10163534912
1885,10530404003
1886,11264873865
1887,11416622114
1888,11540143782
1889,11773756732
1890,11796767505
1891,11813967023
1892,11910376387
1893,11968285191
1894,12101625286
1895,12264651845
1896,12409155355
1897,12566767836
1898,13710573719
1899,2059118155
1900,2028709039
1901,1232374
1902,78034974
1903,85457776
1904,222173626
1905,275909622
1906,324248933
1907,363935094
1908,438947477
1909,449956969
1910,602882601
1911,616226779
1912,761865653
1913,789489990
1914,854162600
1915,1032555377
1916,1073732331
1917,1079702930
1918,1080816829
1919,1101277903
1920,1188511586
1921,1188980155
1922,1193406374
1923,1207065490
1924,1258762847
1925,1291681510
1926,1447401856
1927,1647293412
1928,1686555459
1929,2054503530
1930,2129960782
1931,3045086420
1932,3236451447
1933,4319837048
1934,4412268540
1935,4443957112
1936,4638474518
1937,4992516974
1938,6055425440
1939,2106576265
1940,1911930498
1941,1900955154
1942,1626058665
1943,4661
1944,4767
1945,6984
1946,358063
1947,28444250
1948,544797157
1949,597818238
1950,599235591
1951,607873929
